date,repo_rate,reverse_repo_rate,msf_rate,bank_rate,repo_reverse_spread,call_rate,cp_rate_3m,cd_rate_3m,tbill_91d,repo_call_spread,cp_repo_spread,yield_curve_slope
2021-11-16,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.59,6.43,5.87,-2.0199999999999996,2.59,0.7199999999999998
2021-11-17,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.66,6.61,5.72,-2.01,2.66,0.9400000000000004
2021-11-18,4.0,3.35,4.25,4.25,0.6499999999999999,5.91,6.58,6.52,5.91,-1.9100000000000001,2.58,0.6699999999999999
2021-11-19,4.0,3.35,4.25,4.25,0.6499999999999999,6.08,6.47,6.56,5.99,-2.08,2.4699999999999998,0.47999999999999954
2021-11-20,4.0,3.35,4.25,4.25,0.6499999999999999,6.19,6.68,6.59,5.81,-2.1900000000000004,2.6799999999999997,0.8700000000000001
2021-11-21,4.0,3.35,4.25,4.25,0.6499999999999999,5.76,6.88,6.55,6.04,-1.7599999999999998,2.88,0.8399999999999999
2021-11-22,4.0,3.35,4.25,4.25,0.6499999999999999,5.86,6.83,6.77,5.98,-1.8600000000000003,2.83,0.8499999999999996
2021-11-23,4.0,3.35,4.25,4.25,0.6499999999999999,6.03,6.75,6.36,6.06,-2.0300000000000002,2.75,0.6900000000000004
2021-11-24,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.83,6.36,5.86,-1.9400000000000004,2.83,0.9699999999999998
2021-11-25,4.0,3.35,4.25,4.25,0.6499999999999999,6.14,6.7,6.72,5.94,-2.1399999999999997,2.7,0.7599999999999998
2021-11-26,4.0,3.35,4.25,4.25,0.6499999999999999,5.82,6.88,6.48,6.01,-1.8200000000000003,2.88,0.8700000000000001
2021-11-27,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.52,6.57,6.13,-2.0,2.5199999999999996,0.3899999999999997
2021-11-28,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.74,6.68,5.97,-2.05,2.74,0.7700000000000005
2021-11-29,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.59,6.58,6.03,-2.0199999999999996,2.59,0.5599999999999996
2021-11-30,4.0,3.35,4.25,4.25,0.6499999999999999,5.92,6.96,6.54,5.88,-1.92,2.96,1.08
2021-12-01,4.0,3.35,4.25,4.25,0.6499999999999999,6.1,6.71,6.64,5.93,-2.0999999999999996,2.71,0.7800000000000002
2021-12-02,4.0,3.35,4.25,4.25,0.6499999999999999,5.99,6.82,6.58,5.79,-1.9900000000000002,2.8200000000000003,1.0300000000000002
2021-12-03,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.89,6.53,5.91,-1.8899999999999997,2.8899999999999997,0.9799999999999995
2021-12-04,4.0,3.35,4.25,4.25,0.6499999999999999,5.86,6.59,6.31,5.94,-1.8600000000000003,2.59,0.6499999999999995
2021-12-05,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.61,6.54,5.98,-1.9400000000000004,2.6100000000000003,0.6299999999999999
2021-12-06,4.0,3.35,4.25,4.25,0.6499999999999999,6.21,6.52,6.69,6.03,-2.21,2.5199999999999996,0.4899999999999993
2021-12-07,4.0,3.35,4.25,4.25,0.6499999999999999,5.92,6.78,6.5,5.96,-1.92,2.7800000000000002,0.8200000000000003
2021-12-08,4.0,3.35,4.25,4.25,0.6499999999999999,6.15,6.84,6.61,5.92,-2.1500000000000004,2.84,0.9199999999999999
2021-12-09,4.0,3.35,4.25,4.25,0.6499999999999999,5.85,6.72,6.69,5.83,-1.8499999999999996,2.7199999999999998,0.8899999999999997
2021-12-10,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.77,6.43,5.89,-1.8899999999999997,2.7699999999999996,0.8799999999999999
2021-12-11,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.55,6.43,6.01,-1.96,2.55,0.54
2021-12-12,4.0,3.35,4.25,4.25,0.6499999999999999,5.87,6.51,6.47,6.01,-1.87,2.51,0.5
2021-12-13,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.68,6.56,5.81,-1.9800000000000004,2.6799999999999997,0.8700000000000001
2021-12-14,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.81,6.5,6.03,-2.05,2.8099999999999996,0.7799999999999994
2021-12-15,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.92,6.57,5.92,-1.8899999999999997,2.92,1.0
2021-12-16,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.73,6.7,5.86,-2.0,2.7300000000000004,0.8700000000000001
2021-12-17,4.0,3.35,4.25,4.25,0.6499999999999999,5.92,6.91,6.48,6.02,-1.92,2.91,0.8900000000000006
2021-12-18,4.0,3.35,4.25,4.25,0.6499999999999999,6.17,6.69,6.63,5.86,-2.17,2.6900000000000004,0.8300000000000001
2021-12-19,4.0,3.35,4.25,4.25,0.6499999999999999,6.08,6.78,6.61,5.9,-2.08,2.7800000000000002,0.8799999999999999
2021-12-20,4.0,3.35,4.25,4.25,0.6499999999999999,5.83,6.83,6.3,5.92,-1.83,2.83,0.9100000000000001
2021-12-21,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.78,6.78,6.03,-2.09,2.7800000000000002,0.75
2021-12-22,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.75,6.54,5.82,-1.9299999999999997,2.75,0.9299999999999997
2021-12-23,4.0,3.35,4.25,4.25,0.6499999999999999,5.91,6.67,6.31,5.95,-1.9100000000000001,2.67,0.7199999999999998
2021-12-24,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.5,6.6,6.01,-1.9800000000000004,2.5,0.4900000000000002
2021-12-25,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.7,6.62,6.0,-2.0199999999999996,2.7,0.7000000000000002
2021-12-26,4.0,3.35,4.25,4.25,0.6499999999999999,6.03,6.63,6.58,6.05,-2.0300000000000002,2.63,0.5800000000000001
2021-12-27,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,7.06,6.49,5.95,-1.9400000000000004,3.0599999999999996,1.1099999999999994
2021-12-28,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.78,6.34,5.91,-1.9299999999999997,2.7800000000000002,0.8700000000000001
2021-12-29,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.77,6.67,6.0,-1.8899999999999997,2.7699999999999996,0.7699999999999996
2021-12-30,4.0,3.35,4.25,4.25,0.6499999999999999,5.76,7.06,6.59,5.89,-1.7599999999999998,3.0599999999999996,1.17
2021-12-31,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.78,6.47,5.97,-2.0199999999999996,2.7800000000000002,0.8100000000000005
2022-01-01,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.69,6.47,5.84,-1.9400000000000004,2.6900000000000004,0.8500000000000005
2022-01-02,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.84,6.61,6.02,-2.01,2.84,0.8200000000000003
2022-01-03,4.0,3.35,4.25,4.25,0.6499999999999999,6.03,6.67,6.65,5.84,-2.0300000000000002,2.67,0.8300000000000001
2022-01-04,4.0,3.35,4.25,4.25,0.6499999999999999,5.91,6.61,6.68,6.03,-1.9100000000000001,2.6100000000000003,0.5800000000000001
2022-01-05,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.91,6.44,5.98,-2.05,2.91,0.9299999999999997
2022-01-06,4.0,3.35,4.25,4.25,0.6499999999999999,5.99,6.88,6.54,5.92,-1.9900000000000002,2.88,0.96
2022-01-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.88,6.47,5.95,-2.05,2.88,0.9299999999999997
2022-01-08,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.38,6.57,6.0,-1.8899999999999997,2.38,0.3799999999999999
2022-01-09,4.0,3.35,4.25,4.25,0.6499999999999999,6.03,6.46,6.51,5.77,-2.0300000000000002,2.46,0.6900000000000004
2022-01-10,4.0,3.35,4.25,4.25,0.6499999999999999,6.14,6.59,6.7,6.03,-2.1399999999999997,2.59,0.5599999999999996
2022-01-11,4.0,3.35,4.25,4.25,0.6499999999999999,5.91,6.58,6.59,5.88,-1.9100000000000001,2.58,0.7000000000000002
2022-01-12,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.68,6.34,5.77,-2.01,2.6799999999999997,0.9100000000000001
2022-01-13,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.67,6.48,6.01,-2.0199999999999996,2.67,0.6600000000000001
2022-01-14,4.0,3.35,4.25,4.25,0.6499999999999999,6.12,6.71,6.51,5.99,-2.12,2.71,0.7199999999999998
2022-01-15,4.0,3.35,4.25,4.25,0.6499999999999999,5.86,6.78,6.62,6.0,-1.8600000000000003,2.7800000000000002,0.7800000000000002
2022-01-16,4.0,3.35,4.25,4.25,0.6499999999999999,5.81,6.64,6.44,5.96,-1.8099999999999996,2.6399999999999997,0.6799999999999997
2022-01-17,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.97,6.49,5.91,-2.05,2.9699999999999998,1.0599999999999996
2022-01-18,4.0,3.35,4.25,4.25,0.6499999999999999,6.11,6.79,6.7,5.97,-2.1100000000000003,2.79,0.8200000000000003
2022-01-19,4.0,3.35,4.25,4.25,0.6499999999999999,5.88,6.55,6.36,6.0,-1.88,2.55,0.5499999999999998
2022-01-20,4.0,3.35,4.25,4.25,0.6499999999999999,6.12,7.03,6.65,6.04,-2.12,3.0300000000000002,0.9900000000000002
2022-01-21,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.58,6.65,5.98,-1.9400000000000004,2.58,0.5999999999999996
2022-01-22,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.81,6.59,6.05,-2.01,2.8099999999999996,0.7599999999999998
2022-01-23,4.0,3.35,4.25,4.25,0.6499999999999999,6.13,6.83,6.65,5.99,-2.13,2.83,0.8399999999999999
2022-01-24,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.86,6.38,6.03,-1.9500000000000002,2.8600000000000003,0.8300000000000001
2022-01-25,4.0,3.35,4.25,4.25,0.6499999999999999,5.88,6.79,6.45,5.99,-1.88,2.79,0.7999999999999998
2022-01-26,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.51,6.6,5.9,-2.0,2.51,0.6099999999999994
2022-01-27,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.75,6.6,5.87,-2.09,2.75,0.8799999999999999
2022-01-28,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.68,6.65,6.08,-1.9400000000000004,2.6799999999999997,0.5999999999999996
2022-01-29,4.0,3.35,4.25,4.25,0.6499999999999999,5.92,6.91,6.29,5.85,-1.92,2.91,1.0600000000000005
2022-01-30,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.55,6.36,5.98,-1.9000000000000004,2.55,0.5699999999999994
2022-01-31,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.81,6.63,5.97,-1.9800000000000004,2.8099999999999996,0.8399999999999999
2022-02-01,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.74,6.41,6.03,-2.0700000000000003,2.74,0.71
2022-02-02,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.61,6.53,5.88,-1.9400000000000004,2.6100000000000003,0.7300000000000004
2022-02-03,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.8,6.59,5.88,-1.96,2.8,0.9199999999999999
2022-02-04,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.91,6.61,6.12,-1.9500000000000002,2.91,0.79
2022-02-05,4.0,3.35,4.25,4.25,0.6499999999999999,6.12,6.92,6.38,6.01,-2.12,2.92,0.9100000000000001
2022-02-06,4.0,3.35,4.25,4.25,0.6499999999999999,5.99,6.67,6.57,6.03,-1.9900000000000002,2.67,0.6399999999999997
2022-02-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.62,6.64,5.9,-2.05,2.62,0.7199999999999998
2022-02-08,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.7,6.52,6.01,-2.0199999999999996,2.7,0.6900000000000004
2022-02-09,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,7.04,6.33,5.9,-1.9000000000000004,3.04,1.1399999999999997
2022-02-10,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.84,6.54,5.95,-2.04,2.84,0.8899999999999997
2022-02-11,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.72,6.72,6.02,-2.04,2.7199999999999998,0.7000000000000002
2022-02-12,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.61,6.54,5.93,-2.09,2.6100000000000003,0.6800000000000006
2022-02-13,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.8,6.49,6.0,-1.9000000000000004,2.8,0.7999999999999998
2022-02-14,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,7.01,6.44,5.97,-1.8899999999999997,3.01,1.04
2022-02-15,4.0,3.35,4.25,4.25,0.6499999999999999,6.08,6.66,6.65,5.85,-2.08,2.66,0.8100000000000005
2022-02-16,4.0,3.35,4.25,4.25,0.6499999999999999,6.15,6.75,6.48,5.93,-2.1500000000000004,2.75,0.8200000000000003
2022-02-17,4.0,3.35,4.25,4.25,0.6499999999999999,6.08,6.66,6.46,5.93,-2.08,2.66,0.7300000000000004
2022-02-18,4.0,3.35,4.25,4.25,0.6499999999999999,5.88,7.02,6.48,6.02,-1.88,3.0199999999999996,1.0
2022-02-19,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.6,6.55,6.01,-2.0199999999999996,2.5999999999999996,0.5899999999999999
2022-02-20,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.93,6.67,6.02,-1.9800000000000004,2.9299999999999997,0.9100000000000001
2022-02-21,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.59,6.48,5.97,-1.9500000000000002,2.59,0.6200000000000001
2022-02-22,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.42,6.55,5.96,-2.05,2.42,0.45999999999999996
2022-02-23,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.94,6.6,6.05,-1.9699999999999998,2.9400000000000004,0.8900000000000006
2022-02-24,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.89,6.75,6.05,-1.9800000000000004,2.8899999999999997,0.8399999999999999
2022-02-25,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.71,6.51,5.99,-1.8899999999999997,2.71,0.7199999999999998
2022-02-26,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.62,6.56,5.79,-2.0700000000000003,2.62,0.8300000000000001
2022-02-27,4.0,3.35,4.25,4.25,0.6499999999999999,6.14,6.67,6.56,5.93,-2.1399999999999997,2.67,0.7400000000000002
2022-02-28,4.0,3.35,4.25,4.25,0.6499999999999999,6.11,6.32,6.55,5.94,-2.1100000000000003,2.3200000000000003,0.3799999999999999
2022-03-01,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,7.01,6.44,6.01,-1.9500000000000002,3.01,1.0
2022-03-02,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.94,6.47,5.89,-2.04,2.9400000000000004,1.0500000000000007
2022-03-03,4.0,3.35,4.25,4.25,0.6499999999999999,6.11,6.81,6.36,5.91,-2.1100000000000003,2.8099999999999996,0.8999999999999995
2022-03-04,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.88,6.47,5.72,-2.04,2.88,1.1600000000000001
2022-03-05,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.57,6.31,5.72,-2.05,2.5700000000000003,0.8500000000000005
2022-03-06,4.0,3.35,4.25,4.25,0.6499999999999999,6.08,6.77,6.52,6.06,-2.08,2.7699999999999996,0.71
2022-03-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.99,6.38,5.95,-2.0599999999999996,2.99,1.04
2022-03-08,4.0,3.35,4.25,4.25,0.6499999999999999,5.84,6.72,6.52,6.0,-1.8399999999999999,2.7199999999999998,0.7199999999999998
2022-03-09,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.84,6.63,6.12,-2.0,2.84,0.7199999999999998
2022-03-10,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.61,6.58,5.89,-1.9699999999999998,2.6100000000000003,0.7200000000000006
2022-03-11,4.0,3.35,4.25,4.25,0.6499999999999999,6.15,6.71,6.48,5.91,-2.1500000000000004,2.71,0.7999999999999998
2022-03-12,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.73,6.47,6.08,-2.0700000000000003,2.7300000000000004,0.6500000000000004
2022-03-13,4.0,3.35,4.25,4.25,0.6499999999999999,5.91,6.76,6.63,5.82,-1.9100000000000001,2.76,0.9399999999999995
2022-03-14,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.59,6.65,5.87,-2.05,2.59,0.7199999999999998
2022-03-15,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.92,6.65,5.97,-2.0700000000000003,2.92,0.9500000000000002
2022-03-16,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.66,6.73,5.89,-1.9800000000000004,2.66,0.7700000000000005
2022-03-17,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.85,6.45,5.87,-1.9000000000000004,2.8499999999999996,0.9799999999999995
2022-03-18,4.0,3.35,4.25,4.25,0.6499999999999999,5.86,6.68,6.54,5.97,-1.8600000000000003,2.6799999999999997,0.71
2022-03-19,4.0,3.35,4.25,4.25,0.6499999999999999,6.1,6.83,6.53,5.93,-2.0999999999999996,2.83,0.9000000000000004
2022-03-20,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.94,6.57,5.91,-2.05,2.9400000000000004,1.0300000000000002
2022-03-21,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.53,6.63,6.0,-1.9000000000000004,2.5300000000000002,0.5300000000000002
2022-03-22,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.73,6.72,5.91,-2.0599999999999996,2.7300000000000004,0.8200000000000003
2022-03-23,4.0,3.35,4.25,4.25,0.6499999999999999,6.1,6.74,6.48,6.0,-2.0999999999999996,2.74,0.7400000000000002
2022-03-24,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.8,6.56,5.95,-2.04,2.8,0.8499999999999996
2022-03-25,4.0,3.35,4.25,4.25,0.6499999999999999,6.24,6.93,6.64,5.96,-2.24,2.9299999999999997,0.9699999999999998
2022-03-26,4.0,3.35,4.25,4.25,0.6499999999999999,6.1,6.83,6.55,5.93,-2.0999999999999996,2.83,0.9000000000000004
2022-03-27,4.0,3.35,4.25,4.25,0.6499999999999999,5.99,6.27,6.58,5.91,-1.9900000000000002,2.2699999999999996,0.35999999999999943
2022-03-28,4.0,3.35,4.25,4.25,0.6499999999999999,6.16,6.75,6.41,5.95,-2.16,2.75,0.7999999999999998
2022-03-29,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.82,6.58,6.03,-1.9000000000000004,2.8200000000000003,0.79
2022-03-30,4.0,3.35,4.25,4.25,0.6499999999999999,5.92,6.76,6.39,6.01,-1.92,2.76,0.75
2022-03-31,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.82,6.55,5.98,-2.05,2.8200000000000003,0.8399999999999999
2022-04-01,4.0,3.35,4.25,4.25,0.6499999999999999,6.16,6.71,6.57,5.86,-2.16,2.71,0.8499999999999996
2022-04-02,4.0,3.35,4.25,4.25,0.6499999999999999,5.91,6.76,6.68,5.93,-1.9100000000000001,2.76,0.8300000000000001
2022-04-03,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.69,6.49,5.97,-1.9800000000000004,2.6900000000000004,0.7200000000000006
2022-04-04,4.0,3.35,4.25,4.25,0.6499999999999999,5.85,6.94,6.47,6.01,-1.8499999999999996,2.9400000000000004,0.9300000000000006
2022-04-05,4.0,3.35,4.25,4.25,0.6499999999999999,5.87,6.85,6.63,5.98,-1.87,2.8499999999999996,0.8699999999999992
2022-04-06,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.79,6.41,5.93,-1.9000000000000004,2.79,0.8600000000000003
2022-04-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.1,6.87,6.55,5.87,-2.0999999999999996,2.87,1.0
2022-04-08,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.75,6.27,6.01,-2.0599999999999996,2.75,0.7400000000000002
2022-04-09,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.93,6.42,5.7,-2.0,2.9299999999999997,1.2299999999999995
2022-04-10,4.0,3.35,4.25,4.25,0.6499999999999999,6.03,6.79,6.35,5.87,-2.0300000000000002,2.79,0.9199999999999999
2022-04-11,4.0,3.35,4.25,4.25,0.6499999999999999,6.28,6.7,6.64,5.9,-2.2800000000000002,2.7,0.7999999999999998
2022-04-12,4.0,3.35,4.25,4.25,0.6499999999999999,5.79,6.72,6.52,5.92,-1.79,2.7199999999999998,0.7999999999999998
2022-04-13,4.0,3.35,4.25,4.25,0.6499999999999999,5.99,6.79,6.53,5.85,-1.9900000000000002,2.79,0.9400000000000004
2022-04-14,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.46,6.3,6.01,-2.05,2.46,0.4500000000000002
2022-04-15,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.74,6.38,5.89,-2.05,2.74,0.8500000000000005
2022-04-16,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.51,6.46,6.0,-1.9699999999999998,2.51,0.5099999999999998
2022-04-17,4.0,3.35,4.25,4.25,0.6499999999999999,6.14,6.69,6.64,5.8,-2.1399999999999997,2.6900000000000004,0.8900000000000006
2022-04-18,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.63,6.59,5.93,-2.0700000000000003,2.63,0.7000000000000002
2022-04-19,4.0,3.35,4.25,4.25,0.6499999999999999,6.13,6.62,6.63,5.93,-2.13,2.62,0.6900000000000004
2022-04-20,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.72,6.45,5.95,-1.9800000000000004,2.7199999999999998,0.7699999999999996
2022-04-21,4.0,3.35,4.25,4.25,0.6499999999999999,5.99,6.79,6.56,6.01,-1.9900000000000002,2.79,0.7800000000000002
2022-04-22,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.59,6.65,5.86,-2.09,2.59,0.7299999999999995
2022-04-23,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.84,6.32,5.96,-2.0599999999999996,2.84,0.8799999999999999
2022-04-24,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.64,6.71,5.9,-1.9500000000000002,2.6399999999999997,0.7399999999999993
2022-04-25,4.0,3.35,4.25,4.25,0.6499999999999999,5.92,6.76,6.63,5.94,-1.92,2.76,0.8199999999999994
2022-04-26,4.0,3.35,4.25,4.25,0.6499999999999999,6.12,6.83,6.29,5.91,-2.12,2.83,0.9199999999999999
2022-04-27,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.82,6.24,6.15,-1.9400000000000004,2.8200000000000003,0.6699999999999999
2022-04-28,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.77,6.69,6.14,-2.05,2.7699999999999996,0.6299999999999999
2022-04-29,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.89,6.57,5.94,-2.09,2.8899999999999997,0.9499999999999993
2022-04-30,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.63,6.47,5.84,-1.9500000000000002,2.63,0.79
2022-05-01,4.0,3.35,4.25,4.25,0.6499999999999999,5.99,6.5,6.57,5.95,-1.9900000000000002,2.5,0.5499999999999998
2022-05-02,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.67,6.92,6.06,-2.01,2.67,0.6100000000000003
2022-05-03,4.0,3.35,4.25,4.25,0.6499999999999999,5.88,6.78,6.48,5.87,-1.88,2.7800000000000002,0.9100000000000001
2022-05-04,4.4,3.35,4.65,4.65,1.0500000000000005,5.87,6.81,6.47,6.03,-1.4699999999999998,2.4099999999999993,0.7799999999999994
2022-05-05,4.4,3.35,4.65,4.65,1.0500000000000005,6.1,6.96,6.45,5.99,-1.6999999999999993,2.5599999999999996,0.9699999999999998
2022-05-06,4.4,3.35,4.65,4.65,1.0500000000000005,6.06,6.68,6.46,6.08,-1.6599999999999993,2.2799999999999994,0.5999999999999996
2022-05-07,4.4,3.35,4.65,4.65,1.0500000000000005,6.02,6.85,6.45,5.85,-1.6199999999999992,2.4499999999999993,1.0
2022-05-08,4.4,3.35,4.65,4.65,1.0500000000000005,5.94,6.73,6.42,5.95,-1.54,2.33,0.7800000000000002
2022-05-09,4.4,3.35,4.65,4.65,1.0500000000000005,5.83,6.58,6.63,6.0,-1.4299999999999997,2.1799999999999997,0.5800000000000001
2022-05-10,4.4,3.35,4.65,4.65,1.0500000000000005,5.96,6.6,6.43,5.92,-1.5599999999999996,2.1999999999999993,0.6799999999999997
2022-05-11,4.4,3.35,4.65,4.65,1.0500000000000005,6.06,6.89,6.49,5.86,-1.6599999999999993,2.4899999999999993,1.0299999999999994
2022-05-12,4.4,3.35,4.65,4.65,1.0500000000000005,6.03,6.63,6.49,6.06,-1.63,2.2299999999999995,0.5700000000000003
2022-05-13,4.4,3.35,4.65,4.65,1.0500000000000005,6.08,6.77,6.4,5.97,-1.6799999999999997,2.369999999999999,0.7999999999999998
2022-05-14,4.4,3.35,4.65,4.65,1.0500000000000005,6.11,6.69,6.71,6.05,-1.71,2.29,0.6400000000000006
2022-05-15,4.4,3.35,4.65,4.65,1.0500000000000005,6.17,6.8,6.62,6.06,-1.7699999999999996,2.3999999999999995,0.7400000000000002
2022-05-16,4.4,3.35,4.65,4.65,1.0500000000000005,6.04,6.67,6.5,5.97,-1.6399999999999997,2.2699999999999996,0.7000000000000002
2022-05-17,4.4,3.35,4.65,4.65,1.0500000000000005,5.87,6.73,6.68,5.77,-1.4699999999999998,2.33,0.9600000000000009
2022-05-18,4.4,3.35,4.65,4.65,1.0500000000000005,6.15,6.92,6.49,5.99,-1.75,2.5199999999999996,0.9299999999999997
2022-05-19,4.4,3.35,4.65,4.65,1.0500000000000005,6.0,6.93,6.67,5.84,-1.5999999999999996,2.5299999999999994,1.0899999999999999
2022-05-20,4.4,3.35,4.65,4.65,1.0500000000000005,6.06,6.72,6.56,5.89,-1.6599999999999993,2.3199999999999994,0.8300000000000001
2022-05-21,4.4,3.35,4.65,4.65,1.0500000000000005,6.17,6.91,6.46,5.84,-1.7699999999999996,2.51,1.0700000000000003
2022-05-22,4.4,3.35,4.65,4.65,1.0500000000000005,5.96,6.82,6.58,6.05,-1.5599999999999996,2.42,0.7700000000000005
2022-05-23,4.4,3.35,4.65,4.65,1.0500000000000005,6.08,6.9,6.59,5.84,-1.6799999999999997,2.5,1.0600000000000005
2022-05-24,4.4,3.35,4.65,4.65,1.0500000000000005,5.98,6.91,6.54,5.99,-1.58,2.51,0.9199999999999999
2022-05-25,4.4,3.35,4.65,4.65,1.0500000000000005,5.97,6.6,6.54,5.97,-1.5699999999999994,2.1999999999999993,0.6299999999999999
2022-05-26,4.4,3.35,4.65,4.65,1.0500000000000005,5.93,6.71,6.44,6.04,-1.5299999999999994,2.3099999999999996,0.6699999999999999
2022-05-27,4.4,3.35,4.65,4.65,1.0500000000000005,5.97,6.97,6.73,5.94,-1.5699999999999994,2.5699999999999994,1.0299999999999994
2022-05-28,4.4,3.35,4.65,4.65,1.0500000000000005,5.9,6.44,6.37,5.84,-1.5,2.04,0.6000000000000005
2022-05-29,4.4,3.35,4.65,4.65,1.0500000000000005,6.14,6.77,6.6,5.77,-1.7399999999999993,2.369999999999999,1.0
2022-05-30,4.4,3.35,4.65,4.65,1.0500000000000005,5.88,6.88,6.58,5.94,-1.4799999999999995,2.4799999999999995,0.9399999999999995
